_id_,fecha_inicio,comp_interno1,comp_interno2,comp_interno3,comp_interno4,categoria1,categoria2,categoria3
12717,2016-07-19,0.0,b'0',24.0,57.0,1.0,9.0,169.0
80273,2020-03-27,0.0,b'0',19.0,45.0,1.0,5.0,164.0
96286,2021-03-18,709.2198581560284,b'1',31.0,46.0,1.0,9.0,176.0
94098,2021-02-08,0.0,b'1',19.0,56.0,1.0,9.0,164.0
17673,2016-11-15,0.0,b'1',18.0,47.0,3.0,9.0,163.0
23615,2017-03-09,2026.3424518743668,b'1',19.0,58.0,3.0,3.0,164.0
70301,2019-09-30,0.0,b'1',25.0,45.0,1.0,9.0,170.0
22876,2017-01-18,0.0,b'0',19.0,64.0,3.0,9.0,164.0
75875,2020-02-12,0.0,b'0',14.0,55.0,2.0,9.0,159.0
46808,2018-05-14,5065.856129685917,b'0',1.0,51.0,1.0,9.0,146.0
73523,2019-12-11,0.0,b'0',6.0,48.0,1.0,9.0,151.0
82736,2020-07-27,0.0,b'0',17.0,72.0,3.0,9.0,162.0
16159,2016-09-28,0.0,b'0',19.0,54.0,1.0,6.0,164.0
90878,2020-11-18,0.0,b'1',1.0,37.0,1.0,9.0,146.0
40731,2018-01-26,0.0,b'1',14.0,51.0,1.0,9.0,159.0
94607,2021-01-12,0.0,b'1',18.0,58.0,3.0,9.0,163.0
17288,2017-01-25,4356.636271529888,b'1',21.0,63.0,2.0,8.0,166.0
39959,2018-03-22,0.0,b'1',23.0,49.0,1.0,9.0,168.0
89088,2020-11-06,0.0,b'0',1.0,55.0,2.0,9.0,146.0
10400,2016-06-03,0.0,b'1',15.0,42.0,1.0,9.0,160.0
26201,2017-08-01,0.0,b'0',23.0,75.0,2.0,9.0,168.0
31015,2017-08-10,0.0,b'0',19.0,49.0,3.0,6.0,164.0
84762,2020-09-07,3647.41641337386,b'1',15.0,65.0,1.0,9.0,160.0
82328,2020-07-10,0.0,b'1',1.0,43.0,1.0,8.0,146.0
12642,2016-08-15,0.0,b'1',21.0,62.0,3.0,9.0,166.0
88622,2020-11-12,0.0,b'1',1.0,73.0,1.0,9.0,146.0
94454,2021-02-23,0.0,b'1',1.0,53.0,1.0,9.0,146.0
49885,2018-08-09,16210.739614994935,b'1',1.0,52.0,1.0,9.0,146.0
58253,2019-05-22,0.0,b'1',15.0,54.0,2.0,9.0,160.0
60598,2019-03-28,0.0,b'0',14.0,55.0,2.0,9.0,159.0
68003,2019-09-18,2532.9280648429585,b'0',24.0,60.0,1.0,6.0,169.0
21671,2017-03-13,1013.1712259371834,b'1',18.0,50.0,1.0,9.0,163.0
74460,2019-12-03,0.0,b'1',14.0,59.0,2.0,9.0,159.0
24296,2017-05-17,0.0,b'1',19.0,62.0,1.0,9.0,164.0
68059,2019-09-17,0.0,b'0',1.0,51.0,1.0,6.0,146.0
19488,2016-11-15,0.0,b'1',15.0,44.0,2.0,8.0,160.0
60028,2019-05-09,0.0,b'0',14.0,60.0,3.0,9.0,159.0
96882,2021-02-10,5065.856129685917,b'0',14.0,57.0,2.0,9.0,159.0
69681,2019-09-20,0.0,b'1',14.0,73.0,2.0,6.0,159.0
15463,2016-09-14,0.0,b'1',1.0,46.0,1.0,9.0,146.0
39186,2018-03-13,1519.756838905775,b'1',16.0,75.0,1.0,9.0,161.0
97890,2021-03-17,0.0,b'1',13.0,57.0,1.0,9.0,158.0
48027,2018-12-24,1013.1712259371834,b'0',15.0,73.0,3.0,11.0,160.0
201,2016-02-18,0.0,b'0',14.0,55.0,3.0,9.0,159.0
4683,2016-02-18,0.0,b'1',15.0,34.0,1.0,9.0,160.0
46277,2018-04-19,0.0,b'0',3.0,54.0,1.0,9.0,148.0
5886,2016-04-25,0.0,b'0',15.0,71.0,2.0,3.0,160.0
98501,2021-04-21,1722.3910840932117,b'0',22.0,75.0,3.0,3.0,167.0
77536,2020-02-04,0.0,b'0',19.0,54.0,2.0,9.0,164.0
43472,2018-02-21,0.0,b'1',14.0,56.0,2.0,1.0,159.0
10709,2016-07-28,0.0,b'1',1.0,39.0,1.0,9.0,146.0
86555,2020-09-30,0.0,b'1',23.0,55.0,2.0,9.0,168.0
6614,2016-04-05,1519.756838905775,b'1',19.0,46.0,3.0,9.0,164.0
8604,2016-06-03,1013.1712259371834,b'1',19.0,72.0,3.0,6.0,164.0
22618,2017-01-23,2026.3424518743668,b'1',14.0,70.0,3.0,6.0,159.0
15949,2016-09-20,0.0,b'1',6.0,58.0,1.0,7.0,151.0
93337,2021-01-14,3546.099290780142,b'1',19.0,60.0,3.0,9.0,164.0
91157,2020-11-24,0.0,b'0',11.0,61.0,2.0,9.0,156.0
93121,2021-01-27,0.0,b'0',22.0,46.0,1.0,9.0,167.0
62827,2019-03-27,0.0,b'0',15.0,68.0,3.0,9.0,160.0
62986,2019-10-17,0.0,b'1',1.0,54.0,2.0,11.0,146.0
43031,2018-03-01,7092.198581560284,b'1',31.0,47.0,2.0,9.0,176.0
12672,2016-11-04,0.0,b'1',14.0,64.0,2.0,1.0,159.0
73764,2019-11-19,3546.099290780142,b'1',22.0,52.0,2.0,7.0,167.0
994,2016-04-11,0.0,b'1',19.0,44.0,3.0,3.0,164.0
97199,2021-03-22,0.0,b'1',24.0,50.0,2.0,9.0,169.0
52707,2018-10-10,2532.9280648429585,b'1',1.0,55.0,2.0,9.0,146.0
93203,2021-01-21,0.0,b'1',19.0,60.0,3.0,5.0,164.0
775,2016-01-14,0.0,b'0',3.0,52.0,3.0,9.0,148.0
59708,2019-04-09,0.0,b'0',30.0,44.0,1.0,9.0,175.0
62688,2019-03-26,3039.51367781155,b'0',14.0,71.0,3.0,9.0,159.0
13346,2016-08-17,0.0,b'1',6.0,54.0,2.0,9.0,151.0
66960,2019-07-30,0.0,b'1',6.0,51.0,1.0,9.0,151.0
29367,2017-08-23,0.0,b'0',1.0,51.0,1.0,9.0,146.0
38465,2017-12-27,0.0,b'1',9.0,56.0,4.0,9.0,154.0
31053,2017-11-28,0.0,b'1',19.0,45.0,3.0,9.0,164.0
62570,2019-03-24,0.0,b'0',15.0,60.0,1.0,13.0,160.0
13440,2016-08-02,0.0,b'0',11.0,49.0,1.0,9.0,156.0
52026,2018-09-27,0.0,b'0',14.0,44.0,2.0,9.0,159.0
31815,2017-07-06,1013.1712259371834,b'1',14.0,55.0,1.0,3.0,159.0
24359,2017-02-17,0.0,b'0',1.0,57.0,1.0,9.0,146.0
571,2016-04-28,2836.8794326241136,b'1',9.0,73.0,2.0,9.0,154.0
92215,2020-12-09,0.0,b'0',19.0,62.0,3.0,9.0,164.0
93069,2021-01-11,3546.099290780142,b'1',19.0,74.0,3.0,9.0,164.0
71111,2019-10-30,4052.6849037487336,b'1',18.0,50.0,2.0,3.0,163.0
18032,2017-02-13,1519.756838905775,b'0',14.0,50.0,1.0,6.0,159.0
18155,2016-10-28,0.0,b'1',19.0,44.0,1.0,9.0,164.0
28539,2017-10-17,0.0,b'0',15.0,56.0,1.0,9.0,160.0
28207,2017-05-09,1317.1225937183383,b'1',1.0,53.0,1.0,9.0,146.0
58596,2019-01-10,0.0,b'1',28.0,43.0,2.0,9.0,173.0
8322,2016-09-22,0.0,b'0',21.0,53.0,2.0,9.0,166.0
87592,2020-10-26,1519.756838905775,b'1',6.0,48.0,1.0,9.0,151.0
62564,2019-03-22,861.1955420466059,b'1',9.0,72.0,4.0,9.0,154.0
32468,2017-07-19,0.0,b'0',15.0,75.0,1.0,9.0,160.0
8272,2016-09-28,0.0,b'1',19.0,55.0,1.0,9.0,164.0
85961,2020-09-24,1215.80547112462,b'0',11.0,57.0,1.0,3.0,156.0
96585,2021-03-23,0.0,b'1',22.0,75.0,2.0,9.0,167.0
55789,2019-06-19,0.0,b'1',1.0,58.0,1.0,9.0,146.0
45513,2018-04-09,5876.393110435663,b'0',22.0,61.0,2.0,9.0,167.0
95916,2021-03-12,0.0,b'1',28.0,66.0,1.0,9.0,173.0
74288,2019-12-16,2532.9280648429585,b'1',3.0,75.0,1.0,9.0,148.0
30475,2017-06-29,0.0,b'1',19.0,42.0,4.0,3.0,164.0
5198,2016-07-05,0.0,b'1',1.0,43.0,2.0,9.0,146.0
7989,2016-07-13,0.0,b'1',17.0,63.0,1.0,9.0,162.0
26547,2017-04-04,0.0,b'1',1.0,74.0,1.0,9.0,146.0
6020,2016-04-18,0.0,b'1',25.0,58.0,2.0,9.0,170.0
14597,2016-08-31,0.0,b'0',15.0,40.0,1.0,9.0,160.0
33939,2017-11-24,0.0,b'1',15.0,48.0,2.0,9.0,160.0
35395,2017-10-20,1519.756838905775,b'1',15.0,49.0,1.0,6.0,160.0
83234,2020-07-27,0.0,b'1',26.0,51.0,2.0,9.0,171.0
12444,2016-08-15,0.0,b'1',9.0,75.0,2.0,9.0,154.0
15289,2016-09-22,1519.756838905775,b'0',30.0,54.0,1.0,4.0,175.0
20034,2016-11-30,0.0,b'1',19.0,51.0,1.0,3.0,164.0
9646,2016-06-27,0.0,b'1',9.0,69.0,5.0,9.0,154.0
28165,2017-07-11,0.0,b'1',11.0,71.0,1.0,9.0,156.0
17653,2016-11-15,0.0,b'1',1.0,48.0,2.0,9.0,146.0
64266,2019-05-14,2026.3424518743668,b'1',13.0,68.0,1.0,9.0,158.0
96570,2021-02-05,0.0,b'0',14.0,54.0,1.0,9.0,159.0
22354,2017-08-15,0.0,b'0',15.0,49.0,1.0,3.0,160.0
33515,2017-08-28,0.0,b'0',14.0,67.0,1.0,7.0,159.0
95500,2021-02-25,0.0,b'0',11.0,59.0,1.0,3.0,156.0
51802,2018-10-05,1215.80547112462,b'1',21.0,68.0,3.0,9.0,166.0
10483,2016-06-14,1013.1712259371834,b'1',8.0,48.0,1.0,9.0,153.0
3314,2016-02-03,2026.3424518743668,b'0',17.0,55.0,2.0,9.0,162.0
92747,2021-01-19,0.0,b'1',1.0,62.0,2.0,11.0,146.0
54266,2018-10-11,557.2441742654509,b'1',25.0,71.0,2.0,9.0,170.0
62390,2019-04-09,0.0,b'1',15.0,45.0,1.0,9.0,160.0
75901,2019-12-24,2026.3424518743668,b'1',25.0,56.0,1.0,9.0,170.0
17430,2017-01-17,0.0,b'1',19.0,41.0,1.0,9.0,164.0
58070,2019-04-02,1215.80547112462,b'1',15.0,53.0,1.0,8.0,160.0
68815,2019-08-02,0.0,b'1',14.0,60.0,3.0,9.0,159.0
63284,2019-06-08,810.5369807497467,b'0',29.0,57.0,1.0,9.0,174.0
55047,2019-01-17,0.0,b'0',1.0,53.0,1.0,9.0,146.0
14251,2016-11-24,0.0,b'1',1.0,48.0,1.0,8.0,146.0
24371,2017-03-02,0.0,b'1',2.0,69.0,2.0,8.0,147.0
57609,2018-12-05,0.0,b'1',14.0,65.0,3.0,9.0,159.0
42042,2018-01-30,0.0,b'1',22.0,34.0,1.0,9.0,167.0
29683,2017-06-12,0.0,b'1',22.0,64.0,2.0,9.0,167.0
13737,2016-08-08,1215.80547112462,b'1',19.0,65.0,3.0,9.0,164.0
74524,2020-02-18,1519.756838905775,b'1',22.0,54.0,1.0,3.0,167.0
38657,2017-11-21,0.0,b'0',15.0,51.0,1.0,9.0,160.0
96978,2021-03-24,2532.9280648429585,b'1',22.0,71.0,1.0,6.0,167.0
75052,2020-01-08,3039.51367781155,b'1',9.0,67.0,3.0,9.0,154.0
16253,2016-10-26,0.0,b'0',31.0,53.0,2.0,11.0,176.0
75798,2019-12-17,0.0,b'1',25.0,45.0,1.0,9.0,170.0
16785,2017-01-04,0.0,b'1',15.0,75.0,2.0,9.0,160.0
77091,2020-02-26,0.0,b'0',3.0,52.0,1.0,3.0,148.0
35422,2017-11-27,1823.70820668693,b'1',1.0,63.0,2.0,11.0,146.0
73861,2020-02-25,0.0,b'1',15.0,50.0,2.0,9.0,160.0
15826,2016-12-20,0.0,b'0',24.0,39.0,1.0,10.0,169.0
91614,2020-12-29,0.0,b'1',15.0,58.0,1.0,9.0,160.0
53374,2018-09-17,0.0,b'1',15.0,52.0,3.0,6.0,160.0
46224,2018-05-08,0.0,b'1',19.0,54.0,1.0,9.0,164.0
13217,2016-09-22,0.0,b'0',2.0,53.0,1.0,9.0,147.0
76310,2020-01-15,0.0,b'1',14.0,50.0,1.0,6.0,159.0
45881,2018-06-07,506.5856129685917,b'1',9.0,74.0,1.0,9.0,154.0
13371,2016-08-01,172.23910840932118,b'1',6.0,41.0,1.0,9.0,151.0
72373,2019-12-10,1925.0253292806485,b'0',3.0,42.0,1.0,4.0,148.0
51651,2018-07-31,1823.70820668693,b'1',26.0,51.0,3.0,6.0,171.0
25008,2017-06-01,0.0,b'1',14.0,49.0,3.0,6.0,159.0
70287,2019-11-06,0.0,b'1',28.0,59.0,2.0,9.0,173.0
71727,2019-11-01,0.0,b'0',6.0,47.0,3.0,6.0,151.0
83,2016-08-15,0.0,b'1',2.0,53.0,3.0,1.0,147.0
62988,2019-07-15,0.0,b'1',25.0,53.0,2.0,9.0,170.0
96475,2021-03-25,0.0,b'0',1.0,60.0,2.0,9.0,146.0
55334,2018-11-20,0.0,b'1',21.0,57.0,3.0,8.0,166.0
10304,2016-07-11,0.0,b'0',14.0,44.0,1.0,6.0,159.0
8473,2016-06-15,1013.1712259371834,b'1',8.0,64.0,1.0,9.0,153.0
39078,2018-01-29,0.0,b'1',19.0,47.0,2.0,9.0,164.0
67510,2019-08-06,0.0,b'1',20.0,55.0,2.0,9.0,165.0
48650,2018-07-10,0.0,b'0',11.0,40.0,1.0,3.0,156.0
6676,2016-03-30,0.0,b'1',19.0,67.0,3.0,4.0,164.0
55037,2018-10-22,2330.293819655522,b'1',28.0,55.0,3.0,9.0,173.0
95107,2021-02-16,0.0,b'1',19.0,61.0,1.0,9.0,164.0
40787,2018-01-25,1215.80547112462,b'1',23.0,71.0,2.0,9.0,168.0
21273,2017-07-04,0.0,b'0',29.0,60.0,2.0,9.0,174.0
8028,2016-05-26,222.89766970618035,b'1',1.0,59.0,1.0,9.0,146.0
43211,2018-02-27,0.0,b'1',7.0,52.0,1.0,1.0,152.0
70770,2019-09-27,0.0,b'1',25.0,47.0,2.0,9.0,170.0
81746,2020-07-10,0.0,b'1',14.0,66.0,1.0,9.0,159.0
33429,2017-09-13,1013.1712259371834,b'1',8.0,66.0,1.0,9.0,153.0
63541,2019-05-13,0.0,b'0',19.0,45.0,2.0,9.0,164.0
78415,2020-04-13,861.1955420466059,b'1',28.0,64.0,1.0,9.0,173.0
61761,2019-03-29,5673.758865248227,b'1',1.0,50.0,3.0,9.0,146.0
1160,2016-03-30,0.0,b'0',14.0,68.0,3.0,6.0,159.0
4911,2016-02-23,0.0,b'1',15.0,53.0,1.0,9.0,160.0
30694,2017-07-25,0.0,b'1',19.0,56.0,3.0,9.0,164.0
51532,2018-07-28,506.5856129685917,b'1',7.0,52.0,1.0,11.0,152.0
39499,2018-03-09,486.322188449848,b'0',21.0,46.0,2.0,6.0,166.0
55758,2018-10-23,0.0,b'0',21.0,50.0,1.0,9.0,166.0
27712,2017-04-28,506.5856129685917,b'1',19.0,75.0,1.0,9.0,164.0
74039,2019-11-22,0.0,b'1',19.0,47.0,1.0,9.0,164.0
88775,2020-10-23,3039.51367781155,b'1',12.0,71.0,1.0,9.0,157.0
12074,2016-08-06,2532.9280648429585,b'1',2.0,54.0,1.0,9.0,147.0
45132,2018-04-17,4052.6849037487336,b'1',21.0,74.0,1.0,9.0,166.0
97796,2021-01-19,5572.441742654509,b'0',1.0,74.0,2.0,9.0,146.0
33172,2017-09-04,6079.0273556231,b'1',1.0,46.0,1.0,9.0,146.0
46966,2018-08-01,0.0,b'1',15.0,39.0,1.0,9.0,160.0
55473,2019-03-22,0.0,b'0',7.0,56.0,1.0,9.0,152.0
51610,2018-07-31,1215.80547112462,b'1',11.0,59.0,3.0,6.0,156.0
15111,2016-11-03,810.5369807497467,b'1',13.0,66.0,3.0,5.0,158.0
98914,2021-02-17,0.0010131712259371835,b'1',17.0,52.0,6.0,9.0,162.0
45465,2019-02-16,0.0,b'1',23.0,47.0,1.0,6.0,168.0
46907,2018-05-24,0.0,b'1',14.0,69.0,2.0,9.0,159.0
63321,2019-04-03,1013.1712259371834,b'1',25.0,51.0,2.0,9.0,170.0
15617,2016-09-30,0.0,b'1',13.0,71.0,1.0,1.0,158.0
35935,2017-10-26,0.0,b'1',1.0,51.0,2.0,9.0,146.0
57860,2018-12-07,0.0,b'0',13.0,59.0,1.0,9.0,158.0
67900,2019-07-15,2532.9280648429585,b'1',25.0,69.0,1.0,9.0,170.0
21901,2017-02-28,0.0,b'1',14.0,62.0,2.0,8.0,159.0
57832,2018-12-14,0.0,b'1',1.0,55.0,2.0,9.0,146.0
81715,2020-07-02,0.0,b'0',14.0,49.0,1.0,9.0,159.0
77752,2020-01-17,0.0,b'1',1.0,56.0,1.0,9.0,146.0
55399,2018-11-06,101317.12259371833,b'1',31.0,65.0,2.0,6.0,176.0
38026,2017-11-09,0.0,b'1',1.0,67.0,2.0,9.0,146.0
82262,2020-05-05,2026.3424518743668,b'0',1.0,57.0,2.0,9.0,146.0
89611,2020-11-24,0.0,b'1',30.0,50.0,2.0,9.0,175.0
10536,2016-11-15,0.0,b'1',6.0,55.0,3.0,9.0,151.0
36508,2017-10-13,0.0,b'1',15.0,40.0,3.0,8.0,160.0
69676,2019-08-28,0.0,b'0',2.0,46.0,1.0,3.0,147.0
9962,2016-06-24,0.0,b'0',19.0,48.0,3.0,3.0,164.0
36329,2017-10-31,861.1955420466059,b'1',25.0,55.0,2.0,9.0,170.0
90982,2020-11-23,0.0,b'1',18.0,57.0,3.0,9.0,163.0
55253,2019-01-28,0.0,b'0',15.0,44.0,1.0,9.0,160.0
21169,2016-12-14,0.0,b'0',14.0,71.0,4.0,9.0,159.0
13285,2016-08-16,0.0,b'0',14.0,63.0,3.0,9.0,159.0
20752,2016-12-14,2026.3424518743668,b'1',21.0,47.0,3.0,9.0,166.0
13049,2016-10-24,1317.1225937183383,b'1',4.0,49.0,2.0,3.0,149.0
8886,2016-06-13,0.0,b'1',19.0,49.0,3.0,9.0,164.0
94346,2021-02-18,0.0,b'0',22.0,49.0,3.0,9.0,167.0
21883,2017-06-16,2026.3424518743668,b'1',15.0,75.0,2.0,11.0,160.0
61172,2019-03-01,0.0,b'1',19.0,75.0,5.0,3.0,164.0
70176,2019-09-11,0.0,b'0',1.0,51.0,2.0,9.0,146.0
32132,2017-09-19,1013.1712259371834,b'1',2.0,72.0,4.0,9.0,147.0
6356,2016-08-02,0.0,b'0',1.0,64.0,1.0,9.0,146.0
96699,2021-03-29,0.0,b'1',24.0,41.0,1.0,1.0,169.0
58403,2018-12-24,0.0,b'0',1.0,73.0,1.0,9.0,146.0
21839,2017-03-17,4224.924012158055,b'1',1.0,59.0,2.0,9.0,146.0
23742,2017-02-03,2026.3424518743668,b'1',9.0,74.0,2.0,9.0,154.0
49809,2018-09-18,0.0,b'1',19.0,46.0,2.0,9.0,164.0
20742,2017-02-07,0.0,b'1',19.0,61.0,3.0,3.0,164.0
18569,2017-02-07,2026.3424518743668,b'1',21.0,56.0,2.0,9.0,166.0
25308,2017-10-09,506.5856129685917,b'0',9.0,48.0,1.0,3.0,154.0
96616,2021-03-22,0.0,b'0',19.0,50.0,2.0,9.0,164.0
51817,2018-08-03,4052.6849037487336,b'1',11.0,58.0,2.0,9.0,156.0
32901,2017-09-15,0.0,b'0',1.0,48.0,2.0,7.0,146.0
45500,2018-05-04,2026.3424518743668,b'1',31.0,69.0,2.0,6.0,176.0
50655,2018-07-18,0.0,b'1',19.0,69.0,4.0,9.0,164.0
66346,2019-06-14,1013.1712259371834,b'1',9.0,46.0,6.0,3.0,154.0
80511,2020-05-13,962.5126646403243,b'0',8.0,65.0,1.0,9.0,153.0
60624,2019-04-26,911.854103343465,b'1',19.0,43.0,1.0,3.0,164.0
37213,2017-11-22,0.0,b'1',19.0,46.0,3.0,9.0,164.0
97671,2021-04-07,0.0,b'0',1.0,66.0,1.0,9.0,146.0
45799,2018-05-15,0.0,b'1',24.0,53.0,1.0,10.0,169.0
7918,2017-07-03,506.5856129685917,b'0',24.0,60.0,1.0,9.0,169.0
90484,2020-11-04,0.0,b'1',15.0,68.0,1.0,11.0,160.0
23728,2017-03-01,0.0,b'0',1.0,55.0,3.0,9.0,146.0
27154,2017-05-19,0.0,b'1',22.0,46.0,2.0,9.0,167.0
27263,2017-06-09,1823.70820668693,b'0',1.0,59.0,1.0,6.0,146.0
70674,2019-10-01,1621.0739614994934,b'1',14.0,59.0,2.0,9.0,159.0
83400,2020-07-10,2026.3424518743668,b'1',31.0,51.0,1.0,9.0,176.0
40557,2018-02-12,0.0,b'1',8.0,60.0,1.0,3.0,153.0
75725,2019-12-16,0.0,b'1',31.0,41.0,1.0,6.0,176.0
41903,2018-04-04,0.0,b'0',4.0,67.0,2.0,9.0,149.0
35497,2017-12-06,0.0,b'1',4.0,61.0,2.0,6.0,149.0
8762,2016-09-13,2026.3424518743668,b'1',31.0,65.0,1.0,4.0,176.0
11513,2016-09-23,0.0,b'1',25.0,70.0,1.0,6.0,170.0
44675,2018-03-15,0.0,b'1',6.0,50.0,2.0,3.0,151.0
74162,2020-01-08,1519.756838905775,b'1',24.0,47.0,1.0,9.0,169.0
65406,2019-09-23,0.0,b'1',19.0,71.0,3.0,3.0,164.0
94901,2021-01-21,0.0,b'1',19.0,47.0,1.0,9.0,164.0
4788,2016-04-25,0.0,b'1',14.0,67.0,1.0,9.0,159.0
84446,2020-08-31,0.0,b'1',23.0,42.0,1.0,9.0,168.0
9459,2016-12-29,4052.6849037487336,b'1',14.0,66.0,3.0,9.0,159.0
43170,2018-02-15,0.0,b'1',17.0,54.0,3.0,9.0,162.0
67903,2019-07-17,0.0,b'1',19.0,56.0,1.0,9.0,164.0
13810,2016-08-30,810.5369807497467,b'1',14.0,48.0,1.0,6.0,159.0
29870,2017-09-07,2026.3424518743668,b'1',15.0,56.0,1.0,11.0,160.0
9203,2016-06-10,0.0,b'0',30.0,59.0,2.0,6.0,175.0
33456,2017-08-28,0.0,b'0',14.0,43.0,1.0,6.0,159.0
84603,2020-07-17,0.0,b'1',19.0,49.0,1.0,9.0,164.0
17975,2016-11-28,0.0,b'0',15.0,57.0,2.0,9.0,160.0
58421,2019-02-18,0.0,b'1',16.0,59.0,2.0,9.0,161.0
32603,2017-10-24,0.0,b'1',19.0,47.0,3.0,9.0,164.0
13785,2017-03-10,607.90273556231,b'1',21.0,74.0,1.0,6.0,166.0
96674,2021-03-22,0.0,b'1',22.0,49.0,1.0,9.0,167.0
10692,2016-06-09,3546.099290780142,b'0',11.0,55.0,2.0,7.0,156.0
40271,2018-04-20,0.0,b'1',19.0,46.0,3.0,9.0,164.0
92010,2020-12-28,0.0,b'1',3.0,75.0,2.0,9.0,148.0
32189,2017-07-31,0.0,b'1',17.0,72.0,1.0,3.0,162.0
65093,2019-05-15,0.0,b'1',14.0,75.0,2.0,9.0,159.0
29509,2017-07-25,0.0,b'1',2.0,58.0,1.0,6.0,147.0
13878,2016-10-25,0.0,b'0',3.0,58.0,1.0,9.0,148.0
37072,2018-05-25,0.0,b'1',3.0,75.0,1.0,9.0,148.0
56165,2019-01-30,0.0,b'1',16.0,72.0,4.0,6.0,161.0
87323,2020-09-25,0.0,b'1',14.0,49.0,2.0,9.0,159.0
59346,2019-02-25,1013.1712259371834,b'1',30.0,68.0,1.0,5.0,175.0
55997,2018-11-28,0.0,b'1',1.0,54.0,2.0,9.0,146.0
19464,2016-11-30,0.0,b'1',31.0,75.0,2.0,9.0,176.0
14700,2016-10-17,0.0,b'1',3.0,66.0,2.0,9.0,148.0
21850,2017-04-05,3850.050658561297,b'1',1.0,61.0,2.0,9.0,146.0
74541,2020-02-04,0.0,b'1',1.0,54.0,1.0,9.0,146.0
74529,2019-12-09,0.0,b'1',14.0,45.0,2.0,9.0,159.0
8976,2016-06-08,1823.70820668693,b'1',19.0,67.0,2.0,9.0,164.0
17182,2017-06-27,810.5369807497467,b'1',24.0,75.0,2.0,6.0,169.0
89650,2020-11-26,2532.9280648429585,b'1',6.0,44.0,1.0,9.0,151.0
75199,2020-02-28,5065.856129685917,b'1',17.0,60.0,2.0,9.0,162.0
17925,2016-11-24,709.2198581560284,b'0',12.0,42.0,1.0,9.0,157.0
65690,2019-06-18,0.0,b'0',19.0,42.0,3.0,9.0,164.0
24572,2017-06-05,0.0,b'0',23.0,68.0,1.0,6.0,168.0
93154,2020-12-15,2026.3424518743668,b'1',23.0,67.0,3.0,6.0,168.0
17622,2016-11-28,0.0,b'1',22.0,52.0,2.0,8.0,167.0
85544,2020-08-28,2026.3424518743668,b'1',10.0,68.0,1.0,4.0,155.0
10955,2016-07-14,0.0,b'1',19.0,50.0,1.0,9.0,164.0
67806,2019-10-03,0.0,b'0',31.0,54.0,1.0,9.0,176.0
85626,2020-09-04,0.0,b'1',14.0,52.0,2.0,9.0,159.0
23126,2017-02-27,0.0,b'1',1.0,50.0,1.0,9.0,146.0
41412,2018-01-22,1519.756838905775,b'1',31.0,73.0,3.0,6.0,176.0
30057,2017-06-12,0.0,b'1',20.0,53.0,3.0,8.0,165.0
81735,2020-04-22,0.0,b'1',1.0,64.0,1.0,9.0,146.0
1558,2016-02-11,1519.756838905775,b'1',1.0,37.0,2.0,9.0,146.0
6579,2016-04-05,0.0,b'1',19.0,52.0,3.0,3.0,164.0
97103,2021-03-11,0.0,b'1',23.0,58.0,2.0,9.0,168.0
97382,2021-04-05,2026.3424518743668,b'1',6.0,57.0,2.0,3.0,151.0
13653,2016-10-17,1215.80547112462,b'1',17.0,56.0,2.0,9.0,162.0
21163,2017-02-15,13171.225937183384,b'1',14.0,68.0,2.0,9.0,159.0
95976,2021-03-11,0.0,b'0',5.0,53.0,2.0,9.0,150.0
78942,2020-03-11,0.0,b'1',25.0,75.0,5.0,9.0,170.0
872,2016-01-12,0.0,b'0',17.0,44.0,3.0,9.0,162.0
60026,2019-02-08,0.0,b'0',1.0,47.0,1.0,9.0,146.0
73026,2019-11-21,0.0,b'0',1.0,50.0,1.0,9.0,146.0
77105,2020-03-06,1013.1712259371834,b'1',16.0,74.0,1.0,9.0,161.0
33427,2018-01-11,1823.70820668693,b'0',30.0,59.0,1.0,5.0,175.0
82508,2020-06-17,0.0,b'1',19.0,51.0,1.0,9.0,164.0
26322,2017-03-31,1519.756838905775,b'1',11.0,54.0,3.0,6.0,156.0
95540,2021-02-19,0.0,b'1',3.0,48.0,1.0,9.0,148.0
50418,2018-08-01,0.0,b'1',11.0,56.0,2.0,9.0,156.0
13568,2016-12-05,0.0,b'1',22.0,70.0,2.0,9.0,167.0
98350,2021-04-20,0.0,b'1',1.0,65.0,1.0,9.0,146.0
54390,2018-10-12,506.5856129685917,b'1',21.0,59.0,1.0,3.0,166.0
79349,2020-04-24,0.0,b'1',14.0,44.0,3.0,9.0,159.0
25856,2017-04-20,1013.1712259371834,b'1',30.0,67.0,1.0,4.0,175.0
37373,2017-11-30,0.0,b'1',15.0,47.0,1.0,9.0,160.0
18223,2016-12-02,0.0,b'1',3.0,67.0,1.0,9.0,148.0
94054,2021-02-16,506.5856129685917,b'1',6.0,41.0,1.0,3.0,151.0
18818,2016-11-01,0.0,b'0',15.0,58.0,2.0,8.0,160.0
82373,2020-07-22,0.0,b'1',15.0,67.0,2.0,9.0,160.0
24808,2017-03-01,0.0,b'1',11.0,47.0,1.0,9.0,156.0
52658,2018-12-04,4474.164133738602,b'0',15.0,60.0,2.0,9.0,160.0
85162,2020-09-11,2532.9280648429585,b'1',6.0,69.0,3.0,6.0,151.0
88559,2020-10-15,0.0,b'1',14.0,75.0,1.0,6.0,159.0
51344,2018-07-26,405.26849037487335,b'1',32.0,46.0,3.0,4.0,177.0
52205,2018-09-26,0.0,b'1',14.0,48.0,1.0,9.0,159.0
